1000000, 1000, 1000, 129, 107
1000100, 1000, 1000, 72, 85
1000200, 1000, 1000, 23, 81
1000300, 1000, 1000, 23, 80
1000400, 1000, 1000, 23, 73
1000500, 1000, 1000, 23, 96
1000600, 1000, 1000, 23, 88
1000700, 1000, 1000, 23, 81
1000800, 1000, 1000, 24, 79
1000900, 1000, 1000, 22, 82
1001000, 1000, 1000, 23, 79
1001100, 1000, 1000, 22, 81
1001200, 1000, 1000, 23, 80
1001300, 1000, 1000, 24, 81
1001400, 1000, 1000, 22, 82
1001500, 1000, 1000, 23, 80
1001600, 1000, 1000, 22, 82
1001700, 1000, 1000, 23, 81
1001800, 1000, 1000, 22, 81
1001900, 1000, 1000, 23, 80
1002000, 1000, 1000, 23, 81
1002100, 1001, 1001, 70, 73
1002200, 1001, 1001, 33, 74
1002300, 1001, 1001, 24, 72
1002400, 1001, 1001, 25, 74
1002500, 1001, 1001, 25, 87
1002600, 1001, 1001, 26, 80
1002700, 1001, 1001, 24, 81
1002800, 1001, 1001, 24, 81
1002900, 1001, 1001, 24, 81
1003000, 1001, 1001, 24, 80
1003100, 1001, 1001, 25, 80
1003200, 1001, 1001, 26, 80
1003300, 1001, 1001, 26, 80
1003400, 1001, 1001, 24, 81
1003500, 1001, 1001, 25, 80
1003600, 1001, 1001, 24, 81
1003700, 1001, 1001, 26, 80
1003800, 1001, 1001, 25, 80
1003900, 1001, 1001, 25, 81
1004000, 1001, 1001, 24, 80
1004100, 1002, 1002, 45, 73
1004200, 1002, 1002, 25, 73
1004300, 1002, 1002, 24, 74
1004400, 1002, 1002, 25, 74
1004500, 1002, 1002, 25, 87
1004600, 1002, 1002, 24, 82
1004700, 1002, 1002, 25, 80
1004800, 1002, 1002, 24, 81
1004900, 1002, 1002, 24, 81
1005000, 1002, 1002, 24, 81
1005100, 1002, 1002, 23, 82
1005200, 1002, 1002, 24, 81
1005300, 1002, 1002, 24, 80
1005400, 1002, 1002, 25, 80
1005500, 1002, 1002, 25, 80
1005600, 1002, 1002, 23, 82
1005700, 1002, 1002, 24, 81
1005800, 1002, 1002, 24, 81
1005900, 1002, 1002, 25, 80
1006000, 1002, 1002, 24, 81
1006100, 1003, 1003, 56, 81
1006200, 1003, 1003, 35, 74
1006300, 1003, 1003, 34, 74
1006400, 1003, 1003, 34, 74
1006500, 1003, 1003, 34, 88
1006600, 1003, 1003, 24, 88
1006700, 1003, 1003, 24, 89
1006800, 1003, 1003, 25, 87
1006900, 1003, 1003, 26, 80
1007000, 1003, 1003, 25, 81
1007100, 1003, 1003, 25, 81
1007200, 1003, 1003, 25, 81
1007300, 1003, 1003, 25, 81
1007400, 1003, 1003, 24, 80
1007500, 1003, 1003, 25, 82
1007600, 1003, 1003, 25, 80
1007700, 1003, 1003, 23, 81
1007800, 1003, 1003, 24, 80
1007900, 1003, 1003, 26, 80
1008000, 1003, 1003, 25, 80
1008100, 1004, 1004, 43, 73
1008200, 1004, 1004, 27, 73
1008300, 1004, 1004, 29, 72
1008400, 1004, 1004, 26, 73
1008500, 1004, 1004, 25, 73
1008600, 1004, 1004, 23, 88
1008700, 1004, 1004, 23, 80
1008800, 1004, 1004, 23, 81
1008900, 1004, 1004, 23, 81
1009000, 1004, 1004, 23, 79
1009100, 1004, 1004, 22, 80
1009200, 1004, 1004, 24, 81
1009300, 1004, 1004, 24, 81
1009400, 1004, 1004, 23, 82
1009500, 1004, 1004, 24, 81
1009600, 1004, 1004, 22, 82
1009700, 1004, 1004, 23, 81
1009800, 1004, 1004, 23, 81
1009900, 1004, 1004, 24, 80
1010000, 1004, 1004, 24, 80
1010100, 1005, 1005, 58, 73
1010200, 1005, 1005, 24, 73
1010300, 1005, 1005, 26, 73
1010400, 1005, 1005, 23, 73
1010500, 1005, 1005, 25, 72
1010600, 1005, 1005, 25, 87
1010700, 1005, 1005, 26, 79
1010800, 1005, 1005, 24, 81
1010900, 1005, 1005, 26, 80
1011000, 1005, 1005, 24, 81
1011100, 1005, 1005, 25, 81
1011200, 1005, 1005, 25, 80
1011300, 1005, 1005, 26, 81
1011400, 1005, 1005, 25, 80
1011500, 1005, 1005, 24, 82
1011600, 1005, 1005, 25, 80
1011700, 1005, 1005, 25, 81
1011800, 1005, 1005, 26, 80
1011900, 1005, 1005, 26, 80
1012000, 1005, 1005, 25, 82
1012100, 1006, 1006, 45, 72
1012200, 1006, 1006, 26, 72
1012300, 1006, 1006, 24, 73
1012400, 1006, 1006, 24, 72
1012500, 1006, 1006, 23, 74
1012600, 1006, 1006, 24, 87
1012700, 1006, 1006, 24, 82
1012800, 1006, 1006, 24, 80
1012900, 1006, 1006, 23, 80
1013000, 1006, 1006, 24, 80
1013100, 1006, 1006, 23, 79
1013200, 1006, 1006, 25, 80
1013300, 1006, 1006, 24, 81
1013400, 1006, 1006, 24, 81
1013500, 1006, 1006, 24, 81
1013600, 1006, 1006, 24, 81
1013700, 1006, 1006, 24, 80
1013800, 1006, 1006, 24, 80
1013900, 1006, 1006, 24, 80
1014000, 1006, 1006, 24, 80
1014100, 1007, 1007, 57, 73
1014200, 1007, 1007, 25, 74
1014300, 1007, 1007, 25, 73
1014400, 1007, 1007, 26, 73
1014500, 1007, 1007, 26, 73
1014600, 1007, 1007, 24, 87
1014700, 1007, 1007, 25, 91
1014800, 1007, 1007, 24, 80
1014900, 1007, 1007, 31, 81
1015000, 1007, 1007, 26, 81
1015100, 1007, 1007, 24, 80
1015200, 1007, 1007, 23, 80
1015300, 1007, 1007, 24, 80
1015400, 1007, 1007, 24, 80
1015500, 1007, 1007, 28, 80
1015600, 1007, 1007, 25, 80
1015700, 1007, 1007, 25, 80
1015800, 1007, 1007, 24, 80
1015900, 1007, 1007, 24, 82
1016000, 1007, 1007, 24, 80
1016100, 1008, 1008, 41, 74
1016200, 1008, 1008, 24, 72
1016300, 1008, 1008, 22, 72
1016400, 1008, 1008, 23, 72
1016500, 1008, 1008, 21, 72
1016600, 1008, 1008, 23, 88
1016700, 1008, 1008, 22, 81
1016800, 1008, 1008, 22, 80
1016900, 1008, 1008, 23, 80
1017000, 1008, 1008, 22, 82
1017100, 1008, 1008, 21, 81
1017200, 1008, 1008, 22, 82
1017300, 1008, 1008, 22, 81
1017400, 1008, 1008, 22, 81
1017500, 1008, 1008, 22, 82
1017600, 1008, 1008, 22, 80
1017700, 1008, 1008, 23, 80
1017800, 1008, 1008, 22, 81
1017900, 1008, 1008, 23, 80
1018000, 1008, 1008, 23, 80
1018100, 1009, 1009, 53, 75
1018200, 1009, 1009, 25, 75
1018300, 1009, 1009, 23, 73
1018400, 1009, 1009, 24, 73
1018500, 1009, 1009, 24, 72
1018600, 1009, 1009, 24, 74
1018700, 1009, 1009, 24, 88
1018800, 1009, 1009, 24, 81
1018900, 1009, 1009, 28, 81
1019000, 1009, 1009, 25, 81
1019100, 1009, 1009, 26, 80
1019200, 1009, 1009, 27, 81
1019300, 1009, 1009, 24, 82
1019400, 1009, 1009, 26, 80
1019500, 1009, 1009, 27, 80
1019600, 1009, 1009, 25, 80
1019700, 1009, 1009, 25, 80
1019800, 1009, 1009, 25, 81
1019900, 1009, 1009, 25, 82
1020000, 1009, 1009, 24, 82
1020100, 1010, 1010, 38, 73
1020200, 1010, 1010, 40, 73
1020300, 1010, 1010, 27, 73
1020400, 1010, 1010, 26, 73
1020500, 1010, 1010, 25, 73
1020600, 1010, 1010, 25, 72
1020700, 1010, 1010, 25, 88
1020800, 1010, 1010, 24, 81
1020900, 1010, 1010, 24, 82
1021000, 1010, 1010, 24, 80
1021100, 1010, 1010, 24, 81
1021200, 1010, 1010, 26, 81
1021300, 1010, 1010, 25, 81
1021400, 1010, 1010, 24, 80
1021500, 1010, 1010, 24, 82
1021600, 1010, 1010, 23, 82
1021700, 1010, 1010, 25, 81
1021800, 1010, 1010, 23, 80
1021900, 1010, 1010, 24, 80
1022000, 1010, 1010, 24, 81
1022100, 1010, 1010, 25, 81
1022200, 1011, 1011, 57, 82
1022300, 1011, 1011, 34, 73
1022400, 1011, 1011, 28, 74
1022500, 1011, 1011, 25, 73
1022600, 1011, 1011, 25, 74
1022700, 1011, 1011, 25, 88
1022800, 1011, 1011, 25, 81
1022900, 1011, 1011, 25, 81
1023000, 1011, 1011, 24, 82
1023100, 1011, 1011, 24, 81
1023200, 1011, 1011, 26, 80
1023300, 1011, 1011, 24, 80
1023400, 1011, 1011, 25, 81
1023500, 1011, 1011, 26, 80
1023600, 1011, 1011, 26, 81
1023700, 1011, 1011, 24, 82
1023800, 1011, 1011, 26, 81
1023900, 1011, 1011, 24, 81
1024000, 1011, 1011, 24, 80
1024100, 1011, 1011, 24, 80
1024200, 1012, 1012, 38, 72
1024300, 1012, 1012, 24, 73
