1, 0.000052, 0.000034, 0.000081
101, 0.003212, 0.004378, 0.002713
201, 0.011064, 0.008203, 0.005778
301, 0.024054, 0.013242, 0.009559
401, 0.042100, 0.017045, 0.014197
501, 0.064011, 0.022825, 0.019385
601, 0.090943, 0.028103, 0.021495
701, 0.123459, 0.033037, 0.027263
801, 0.161708, 0.038085, 0.032319
901, 0.279002, 0.043604, 0.037653
1001, 0.252285, 0.049999, 0.044821
1101, 0.411471, 0.056789, 0.045201
1201, 0.432641, 0.064684, 0.053751
1301, 0.678567, 0.070845, 0.057628
1401, 0.872290, 0.077610, 0.066465
1501, 1.103814, 0.085923, 0.070539
1601, 1.351316, 0.092626, 0.079762
1701, 1.694335, 0.100373, 0.085733
1801, 1.969422, 0.107563, 0.122705
1901, 2.509898, 0.116548, 0.102465
2001, 2.828418, 0.121488, 0.104677
2101, 3.035791, 0.129359, 0.107196
2201, 3.487557, 0.179982, 0.114410
2301, 3.925740, 0.167918, 0.121963
2401, 4.538154, 0.154668, 0.128016
2501, 4.969284, 0.161654, 0.138363
2601, 5.625885, 0.168663, 0.141137
2701, 6.196217, 0.287490, 0.149415
2801, 6.786614, 0.217749, 0.159644
2901, 7.206487, 0.194531, 0.163198
3001, 9.469480, 0.200559, 0.175340
3101, 10.006644, 0.241280, 0.215276
3201, 10.928035, 0.298733, 0.290837
3301, 12.001224, 0.484709, 0.370802
3401, 11.449557, 0.234746, 0.207678
3501, 11.725444, 0.244043, 0.215317
3601, 12.511339, 0.248754, 0.218408
3701, 12.674694, 0.257840, 0.227346
3801, 16.739667, 0.266961, 0.233554
3901, 18.015133, 0.436737, 0.339080
4001, 20.310716, 0.340584, 0.321065
4101, 21.388042, 0.361494, 0.405523
4201, 19.592270, 0.340939, 0.290963
4301, 18.327269, 0.477524, 0.268242
4401, 19.463990, 0.320157, 0.276866
4501, 24.491161, 0.333019, 0.288709
4601, 27.105246, 0.346043, 0.333760
4701, 25.980059, 0.357318, 0.307526
4801, 25.059191, 0.364088, 0.320181
4901, 28.224655, 0.371905, 0.325026
