0, 0.334563
1, 0.330366
2, 0.420132
3, 0.360602
4, 0.468050
5, 0.361066
6, 0.352372
7, 0.352165
8, 0.350819
9, 0.349776
10, 0.421174
11, 0.342462
12, 0.343381
13, 0.343769
14, 0.343958
15, 0.343219
16, 0.341679
17, 0.341044
18, 0.340814
19, 0.389225
20, 0.337549
21, 0.336376
22, 0.335351
23, 0.335811
24, 0.333669
25, 0.334418
26, 0.334894
27, 0.334862
28, 0.381935
29, 0.334254
30, 0.335160
31, 0.333929
32, 0.334737
33, 0.335123
34, 0.333421
35, 0.335261
36, 0.335521
37, 0.351991
38, 0.335634
39, 0.334617
40, 0.394306
41, 0.338726
42, 0.337767
43, 0.336939
44, 0.336584
45, 0.396829
46, 0.337791
47, 0.491342
48, 0.337999
49, 0.337063
50, 0.337524
51, 0.340153
52, 0.337113
53, 0.337536
54, 0.338094
55, 0.338525
56, 0.340332
57, 0.336049
58, 0.337467
59, 0.337758
60, 0.336750
61, 0.339761
62, 0.370485
63, 0.335606
64, 0.337467
65, 0.337448
66, 0.337206
67, 0.335881
68, 0.337793
69, 0.337358
70, 0.336612
71, 0.408276
72, 0.338445
73, 0.335528
74, 0.336180
75, 0.335786
76, 0.410170
77, 0.338979
78, 0.339036
79, 0.361080
80, 0.403078
81, 0.361625
82, 0.360486
83, 0.360824
84, 0.360052
85, 0.360618
86, 0.360360
87, 0.359285
88, 0.428852
89, 0.360888
90, 0.360729
91, 0.361226
92, 0.360540
93, 0.360523
94, 0.360746
95, 0.360457
96, 0.360846
97, 0.360434
98, 0.360399
99, 0.359719
100, 0.360026
101, 0.359803
102, 0.360526
103, 0.360132
104, 0.360220
105, 0.421112
106, 0.359425
107, 0.360835
108, 0.358882
109, 0.361603
110, 0.361625
111, 0.438092
112, 0.358643
113, 0.404205
114, 0.359763
115, 0.360288
116, 0.361268
117, 0.360964
118, 0.361152
119, 0.359650
120, 0.361502
121, 0.360296
122, 0.360416
123, 0.358440
124, 0.359177
125, 0.359229
126, 0.359916
127, 0.359884
128, 0.360882
129, 0.359179
130, 0.361523
131, 0.361069
132, 0.360413
133, 0.359963
134, 0.359704
135, 0.358827
136, 0.358970
137, 0.359040
138, 0.360339
139, 0.360448
140, 0.361210
141, 0.359642
142, 0.361498
143, 0.360596
144, 0.361705
145, 0.359693
146, 0.381034
147, 0.362215
148, 0.362554
149, 0.357788
150, 0.358970
151, 0.359650
152, 0.359063
153, 0.359604
154, 0.359983
155, 0.361480
156, 0.359592
157, 0.428280
158, 0.430300
159, 0.431141
160, 0.433896
161, 0.429163
162, 0.430322
163, 0.435710
164, 0.433887
165, 0.430426
166, 0.430232
167, 0.431858
168, 0.431655
169, 0.430334
170, 0.431033
171, 0.430924
172, 0.430251
173, 0.430427
174, 0.430450
175, 0.431592
176, 0.430433
177, 0.429480
178, 0.458988
179, 0.431923
180, 0.430655
181, 0.432188
182, 0.429741
183, 0.434440
184, 0.429892
185, 0.434991
186, 0.430791
187, 0.428624
188, 0.431423
189, 0.428450
190, 0.430006
191, 0.430405
192, 0.431305
193, 0.430071
194, 0.429414
195, 0.429518
196, 0.429582
